symbol,SL31505,SL31508,SL32268,SL6670,SL7380
CCNB1,140,131,134,256,334
CCNB1IP1,551,512,562,873,1034
CCNB2,18,16,20,40,41
CCNB2P1,5,2,0,1,6
CCNB3,56,14,36,30,50
CCNB3P1,0,0,0,1,0
CCNC,538,529,736,1444,1998
CCND1,812,924,2200,1409,2282
CCND2,1280,3283,2580,4846,7220
CCND2-AS1,4,16,16,17,18
CCND3,2407,2239,3794,3845,4692
CCND3P1,0,0,0,0,1
CCND3P2,0,0,0,1,1
CCNDBP1,807,862,1032,1417,2017
CCNE1,107,75,74,166,219
CCNE2,95,27,77,66,116
CCNF,227,261,321,453,423
CCNG1,639,513,658,1107,1653
CCNG1P1,0,0,0,0,0
CCNG2,1024,1153,1094,2293,3783
CCNG2P1,0,0,0,0,0
CCNH,396,326,507,571,861
CCNHP1,0,0,0,0,0
CCNI,14556,8992,14083,19913,22024
CCNI2,182,91,210,280,299
CCNJ,123,121,144,230,338
CCNJL,65,72,109,120,193
CCNK,606,524,688,843,1372
CCNL1,684,473,754,882,1070
CCNL2,2363,1814,3354,3485,2927
CCNO,207,694,308,396,839
CCNP,23,53,77,84,55
CCNT1,420,495,478,878,1721
CCNT2,674,757,863,1662,2352
CCNY,3549,3941,3247,6369,9220
CCNYL1,171,195,259,401,373
CCNYL2,6,1,15,27,7
CCNYL6,5,3,12,7,6
CCNYL7,11,20,11,30,32
CCP110,2763,1481,2735,3261,5356
CCPG1,355,366,435,773,850
CCR1,24,14,31,43,102
CCR10,53,34,67,113,55
CCR2,1,1,1,5,3
CCR3,8,1,2,1,11
CCR4,1,0,3,0,0
CCR5,4,0,9,2,25
CCR6,0,1,0,0,0
CCR7,10,6,18,11,19
CCR8,1,2,2,1,0
CCR9,3,0,2,0,0
CCRL2,20,9,6,26,24
CCS,845,709,1180,1776,1309
CCSAP,1320,2028,1555,3562,6363
CCSER1,52,73,52,110,236
CCSER2,3260,3033,2665,7297,10314
CCT2,1616,1424,1921,2757,4279
CCT3,3246,3070,3502,5035,7618
CCT3P1,0,0,0,0,0
CCT4,1620,1613,1674,2644,4835
CCT4P2,33,44,48,78,72
CCT5,1134,1255,1164,2031,3495
CCT5P1,1,0,0,1,0
CCT5P2,0,0,0,0,0
CCT6A,1881,1829,2074,3594,5363
CCT6B,53,58,88,94,109
CCT6P2,0,0,0,2,2
CCT6P3,134,56,165,154,147
CCT7,4117,3864,4330,6291,9966
CCT7P1,12,7,14,17,16
CCT7P2,5,3,8,11,12
CCT8,1603,1460,1731,2537,3574
CCT8L1P,5,1,2,0,2
CCT8L2,1,0,1,2,1
CCT8P1,19,21,18,37,52
CCZ1,153,59,110,248,301
CCZ1B,103,124,174,169,177
CCZ1P,66,58,90,145,114
CD101,13,16,29,13,48
CD109,155,141,241,276,487
CD14,88,149,305,334,300
CD151,1251,1059,1790,2215,1685
CD160,13,21,20,33,30
CD163,45,63,75,299,294
CD163L1,13,12,32,45,46
CD164,1524,1316,1839,2338,4283
CD164L2,2,15,49,8,11
CD177,8,1,5,1,3
CD180,1,10,15,14,43
CD19,4,3,11,10,11
CD1A,0,0,0,1,0
CD1B,0,0,0,0,0
CD1C,0,0,0,2,0
CD1D,5,2,8,3,15
CD1E,0,0,0,2,0
CD2,0,2,3,4,6
CD200,2323,2863,2221,4136,8160
CD200R1,13,14,16,27,35
CD200R1L,0,1,0,0,0
CD207,1,0,0,0,0
CD209,2,2,5,13,14
CD22,2408,701,2215,3429,1777
CD226,25,17,34,85,57
CD244,4,2,7,2,5
CD247,64,82,71,113,153
CD248,411,339,897,358,254
CD27,21,24,16,44,24
CD27-AS1,649,617,734,1288,1323
CD274,74,54,28,95,196
CD276,576,477,694,1046,1102
CD28,1,1,0,3,7
CD2AP,279,208,252,471,716
CD2BP2,2043,1842,2505,3044,3898
CD2BP2-DT,11,7,13,13,12
CD300A,42,31,66,90,76
CD300C,1,4,10,13,14
CD300E,0,0,1,4,5
CD300LB,3,0,1,2,1
CD300LD,0,1,0,0,0
CD300LF,13,13,26,16,9
CD300LG,67,6,12,33,30
CD302,48,43,37,54,126
CD320,961,460,1020,1425,1063
CD33,38,30,33,51,70
CD34,1407,529,589,1795,1732
CD36,14,116,122,35,113
CD37,152,132,260,167,217
CD38,279,469,818,874,1612
CD3D,0,1,4,3,2
CD3E,5,5,12,17,22
CD3G,2,1,1,2,2
CD4,370,377,546,815,737
CD40,96,122,129,262,183
CD40LG,2,1,2,0,4
CD44,231,235,924,197,609
CD46,1410,930,1357,2424,3090
CD46P1,1,0,0,1,0
CD47,3388,4184,3922,6088,12232
CD48,3,1,2,7,10
CD5,8,23,53,27,23
CD52,3,3,6,4,5
CD53,99,96,149,165,279
CD55,489,328,508,686,662
CD58,56,66,83,152,176
CD59,4044,3567,3581,8408,12088
CD5L,0,0,0,0,2
CD6,70,19,129,43,34
CD63,1761,916,3130,1890,2553
CD68,4,1,3,2,1
CD69,12,5,6,14,10
CD7,7,6,25,17,4
CD70,0,0,0,0,0
CD72,23,33,31,20,36
CD74,2351,2644,4965,4375,6305
CD79A,1,3,5,10,7
CD79B,5,4,11,5,5
CD80,3,2,0,2,2
CD81,9147,6961,17262,14071,17997
CD81-AS1,12,28,27,27,48
CD82,1565,634,2887,1868,2615
CD83,672,304,402,461,797
CD83P1,0,0,0,0,0
CD84,94,98,133,195,409
CD86,29,32,28,48,98
CD8A,184,240,121,265,480
CD8B,8,6,3,11,16
CD8B2,11,7,10,27,14
CD9,1257,537,1753,2455,2278
CD93,179,42,52,96,216
CD96,6,5,4,7,8
CD99,977,742,2219,639,1196
CD99L2,10474,8675,10545,13396,19340
CD99P1,13,22,36,34,23
CDA,65,14,55,20,23
CDADC1,206,196,283,317,615
CDAN1,675,880,1052,1699,1233
CDC123,739,935,933,1815,2343
CDC14A,79,75,140,165,288
CDC14B,961,807,1372,1792,2616
CDC14C,3,3,0,3,4
CDC16,1168,1074,1397,1990,2938
CDC20,35,15,37,34,16
CDC20B,1,1,3,2,3
CDC20P1,51,54,31,78,139
CDC23,370,340,426,744,1101
CDC25A,41,21,31,54,91
CDC25B,2215,2837,2177,4477,4368
CDC25C,3,2,4,8,7
CDC26,53,45,55,92,125
CDC27,979,1027,1054,1886,3501
CDC27P2,0,0,0,0,0
CDC34,1386,988,2419,1703,1639
CDC37,3751,3306,6351,5510,6141
CDC37L1,345,409,414,806,1158
CDC37L1-DT,7,2,10,4,5
CDC40,791,1251,794,3494,3834
CDC42,1886,1346,2109,3046,3902
CDC42BPA,5188,3613,4849,10273,13173
CDC42BPB,6786,6273,7817,8382,13091
CDC42BPG,29,93,125,77,60
CDC42EP1,3628,1568,6876,3105,3707
CDC42EP2,796,251,1085,888,716
CDC42EP3,370,420,302,479,1100
CDC42EP4,2685,3402,7081,6834,5912
CDC42EP5,30,20,79,11,20
CDC42P1,1,2,3,8,6
CDC42SE1,948,523,812,1043,1423
CDC42SE2,1722,1422,2443,2516,4570
CDC45,17,6,10,15,20
CDC5L,865,783,1139,1927,2823
CDC6,51,43,38,71,98
CDC7,135,147,163,256,367
CDC73,586,604,794,1127,2044
CDCA2,2,2,2,11,7
CDCA3,71,77,83,311,189
CDCA4,43,37,63,70,73
CDCA4P1,2,3,6,9,13
CDCA4P3,0,0,0,0,0
CDCA5,46,45,70,55,70
CDCA7,13,35,51,44,57
CDCA7L,145,139,199,216,462
CDCA8,68,45,50,147,77
CDCP1,44,65,28,89,96
CDCP2,11,10,8,10,14
CDH1,78,47,109,297,297
CDH10,357,359,652,459,1270
CDH11,1203,1775,1284,3040,4615
CDH12,314,632,270,786,2125
CDH12P1,0,0,1,2,1
CDH12P2,0,0,0,0,0
CDH12P3,0,0,1,7,4
CDH12P4,0,0,0,5,0
CDH13,524,149,1406,341,658
CDH15,6,17,11,21,10
CDH16,3,0,2,1,0
CDH17,5,6,6,8,12
CDH18,410,264,326,490,862
CDH18-AS1,1,0,0,0,0
CDH19,325,122,538,665,702
CDH2,1334,1408,1809,2091,5190
CDH20,804,562,1223,1627,2234
CDH22,1114,863,1931,1689,836
CDH23,647,521,681,770,761
CDH23-AS1,0,0,0,0,0
CDH24,760,697,1000,1142,1151
CDH26,53,54,72,103,76
CDH3,155,151,197,213,334
CDH4,5016,6672,5940,7547,10634
CDH5,1523,434,856,1544,1415
CDH6,682,776,745,1526,1303
CDH7,136,209,71,535,563
CDH8,1969,2052,1112,3823,5787
CDH9,231,367,222,411,1047
CDHR1,3336,6577,2611,8340,9212
CDHR2,177,147,213,200,416
CDHR3,365,507,553,917,893
CDHR4,4,106,213,44,66
CDHR5,124,405,398,228,127
CDIN1,376,481,304,845,849
CDIP1,7462,7204,8717,13068,14537
CDIPT,4924,4355,6628,7682,8142
CDIPTOSP,28,13,33,13,28
CDK1,5,5,9,17,22
CDK10,1832,1980,3223,4297,3145
CDK11A,34,33,57,71,49
CDK11B,1375,818,1877,2044,1665
CDK12,737,802,793,1422,2039
CDK13,1158,1380,1474,2108,3053
CDK14,1272,1350,1339,2036,3382
CDK15,3,6,14,10,7
CDK16,5381,4253,6214,5679,6442
CDK17,3940,5240,3362,6664,14265
CDK18,15660,3707,12470,13820,9887
CDK19,2766,1719,3508,3937,5224
CDK2,46,16,45,51,39
CDK20,760,870,873,1564,2619
CDK2AP1,949,628,1835,944,1613
CDK2AP2,981,777,1831,1842,1820
CDK3,5,3,10,7,5
CDK4,236,212,364,484,715
CDK4P1,0,0,0,1,0
CDK5,1457,1165,1447,2182,2440
CDK5P1,0,1,0,0,0
CDK5R1,4227,4742,6088,6209,10386
CDK5R2,4304,4978,6229,6056,5663
CDK5RAP1,620,665,679,1501,1391
CDK5RAP2,1403,913,1686,2200,2619
CDK5RAP3,1903,1573,2853,4117,3321
CDK6,1011,554,892,1259,1695
CDK6-AS1,1,3,0,6,5
CDK7,192,240,278,562,661
CDK8,308,295,287,538,683
CDK8P1,19,9,17,25,37
CDK9,2138,2098,3624,3456,4011
CDKAL1,157,120,109,201,349
CDKL1,185,219,334,293,434
CDKL2,291,457,311,975,1133
CDKL3,18,22,46,69,77
CDKL4,6,10,13,17,13
CDKL5,345,843,308,1739,2349
CDKN1A,522,616,500,593,876
CDKN1B,1174,826,1689,2560,2958
CDKN1C,1195,401,4107,1067,1062
CDKN2A,52,14,30,63,30
CDKN2AIP,282,326,388,622,1229
CDKN2AIPNL,368,332,380,469,790
CDKN2AIPNLP3,0,0,0,2,0
CDKN2B,72,36,80,165,88
CDKN2B-AS1,2,4,2,6,7
CDKN2C,96,53,268,132,115
CDKN2D,2096,2296,2837,4058,3472
CDKN3,25,21,26,49,67
CDNF,26,32,58,49,62
CDO1,917,692,890,1699,2124
CDON,209,265,188,361,597
CDPF1,208,156,284,259,386
CDR2,781,1151,680,2091,2064
CDR2L,2364,479,1523,1217,1217
CDRT1,3,4,2,3,6
CDRT15,3,0,1,2,1
CDRT15L2,0,0,0,0,0
CDRT15P3,2,3,0,4,3
CDRT4,21,28,30,46,37
CDRT7,0,0,0,0,0
CDS1,1084,1052,829,2357,3249
CDS2,5112,6123,4637,7398,18293
CDSN,0,0,0,1,0
CDT1,237,74,186,132,132
CDV3,1793,1543,1932,2757,4419
CDX1,0,2,5,0,5
CDX2,0,0,2,0,0
CDX4,0,0,0,0,0
CDY1,0,0,0,0,0
CDY12P,0,0,0,0,0
CDY13P,0,0,0,0,0
CDY14P,0,0,0,0,0
CDY1B,0,0,0,0,0
CDY23P,0,0,0,0,0
CDY2A,0,0,0,0,0
CDY2B,0,0,0,0,0
CDY3P,0,0,0,0,0
CDY7P,0,0,0,0,0
CDYL,544,483,552,1454,1861
CDYL2,743,1651,842,1997,4824
CEACAM1,23,28,14,51,57
CEACAM16,1,0,0,0,1
CEACAM18,0,0,0,0,0
CEACAM19,199,133,384,340,355
CEACAM21,17,9,12,14,41
CEACAM22P,2,4,3,2,2
CEACAM3,0,0,0,1,1
CEACAM4,3,0,2,1,1
CEACAM5,1,0,0,0,0
CEACAM6,4,1,0,12,66
CEACAM7,1,0,0,0,1
CEACAM8,8,2,6,17,4
CEACAMP1,1,0,1,3,1
CEACAMP7,0,1,1,1,1
CEACAMP9,0,0,0,0,0
CEBPA,8,8,17,2,8
CEBPA-DT,10,12,20,12,21
CEBPB,581,404,1022,525,661
CEBPD,581,86,758,145,155
CEBPE,2,2,3,3,2
CEBPG,550,592,644,932,1386
CEBPZ,506,479,457,1379,1952
CEBPZOS,893,875,1206,2127,3192
CECR2,636,568,800,912,969
CECR3,1,1,6,0,1
CEL,57,51,62,159,98
CELA1,0,1,1,0,0
CELA2A,3,10,3,31,5
CELA2B,19,37,28,41,29
CELA3A,0,0,0,0,1
CELA3B,0,1,0,0,0
CELF1,4403,6428,4868,13562,17911
CELF2,5061,7243,6017,11893,20128
CELF2-AS1,61,117,49,131,196
CELF2-AS2,11,8,5,64,19
CELF3,6243,10092,10645,14758,16577
CELF4,5932,7234,9815,11271,13855
CELF5,5934,10078,8494,11495,18917
CELF6,4,4,6,4,11
CELP,0,0,3,0,2
CELSR1,51,368,503,121,250
CELSR2,13538,18131,16116,21393,24544
CELSR3,1826,3428,2878,4453,4580
CEMIP,497,306,411,819,935
CEMIP2,543,251,404,718,654
CEMP1,0,0,0,0,0
CENATAC,542,323,804,723,560
CEND1,10794,8261,11749,10929,10517
CENPA,0,0,1,1,0
CENPB,9862,5108,18138,8249,8214
CENPBD1,76,118,123,230,348
CENPBD1P1,826,1070,1110,1527,2411
CENPC,270,319,296,988,1218
CENPCP1,1,4,3,1,4
CENPE,177,188,113,386,471
CENPF,114,105,91,252,343
CENPH,51,35,76,76,98
CENPI,9,11,17,15,22
CENPJ,270,191,195,520,583
CENPK,14,18,15,49,38
CENPL,89,63,80,127,172
CENPM,32,19,31,13,22
CENPN,114,65,105,139,208
CENPNP1,0,1,0,0,0
CENPO,236,200,233,264,431
CENPP,159,118,98,209,269
CENPQ,100,78,136,184,244
CENPS,53,76,82,64,113
CENPS-CORT,0,0,0,0,0
CENPT,1085,1006,1800,2521,1555
CENPU,24,13,7,27,38
CENPUP2,1,0,4,2,4
CENPV,538,439,459,740,1236
CENPVL1,12,13,11,25,23
CENPVL3,17,36,26,42,69
CENPW,7,5,20,9,11
CENPX,267,181,496,441,451
CEP104,1951,1218,1612,2092,2732
CEP112,202,184,204,344,440
CEP120,506,529,554,831,1792
CEP126,1763,2499,1832,5372,4952
CEP128,140,136,133,345,481
CEP131,523,576,1060,800,668
CEP135,112,128,116,326,339
CEP152,85,61,93,240,164
CEP162,227,190,281,566,674
CEP164,1626,1295,1772,2880,2370
CEP164P1,0,2,5,5,6
CEP170,1405,1053,1190,1889,3731
CEP170B,13184,27668,22663,19400,18482
CEP19,226,303,278,509,764
CEP192,636,441,625,715,1258
CEP20,439,438,565,882,1257
CEP250,1990,2571,2434,5043,5582
CEP290,1456,1181,1543,3014,3291
CEP295,584,632,678,1241,1813
CEP295NL,74,46,81,90,108
CEP350,1717,1541,1636,5298,7229
CEP41,859,863,690,1305,2770
CEP43,291,248,358,427,592
CEP44,187,165,269,404,502
CEP55,1,0,2,3,2
CEP57,637,655,740,1444,1988
CEP57L1,131,156,219,255,470
CEP63,578,450,701,1039,1399
CEP68,1330,1645,1310,2766,4732
CEP70,382,372,382,649,988
CEP72,290,293,336,568,592
CEP76,130,133,199,287,358
CEP78,1149,835,1412,1892,2591
CEP83,120,210,286,370,500
CEP85,667,566,693,820,1281
CEP85L,357,300,325,1361,1414
CEP89,512,483,582,742,958
CEP95,433,370,579,619,705
CEP97,733,832,794,1349,2387
CEPT1,258,256,285,603,986
CER1,3,9,2,25,12
CERCAM,20441,9405,20172,29414,20055
CERK,2713,1258,1417,1676,2703
CERKL,15,55,103,30,109
CERNA3,0,1,1,1,1
CEROX1,10114,13533,17044,37308,15614
CERS1,944,622,1683,948,1028
CERS2,2249,988,1995,1924,2780
CERS3,21,24,21,15,30
CERS4,1914,1567,2865,3458,3030
CERS5,1393,1460,1386,2558,3291
CERS6,444,762,362,508,2016
CERS6-AS1,0,1,2,2,5
CERT1,1746,2465,1529,4975,7704
CES1,29,11,48,171,238
CES1P1,1,0,0,2,2
CES2,2454,2265,3859,4155,3758
CES3,117,184,288,322,190
CES4A,1684,1451,2269,3314,2203
CES5A,11,5,9,11,15
CETN1,0,0,0,0,0
CETN2,687,921,1319,1120,1944
CETN3,126,107,201,284,373
CETP,35,14,8,127,62
CFAP100,78,379,539,451,441
CFAP126,519,863,625,606,1485
CFAP157,109,927,1377,454,510
CFAP161,8,32,51,22,80
CFAP20,593,720,730,1130,1691
CFAP206,1,6,10,7,10
CFAP20DC,57,82,51,82,160
CFAP20DC-AS1,42,90,22,62,71
CFAP221,212,320,333,367,653
CFAP251,262,717,439,502,1057
CFAP298,144,115,194,288,236
CFAP298-TCP10L,0,0,0,0,0
CFAP299,0,30,49,3,15
CFAP300,13,55,128,47,119
CFAP36,1303,1451,1457,2669,3719
CFAP410,453,410,712,628,592
CFAP43,127,406,528,345,585
CFAP44,140,308,493,378,474
CFAP44-AS1,2,4,2,4,5
CFAP45,2,74,277,45,129
CFAP46,294,912,1308,950,887
CFAP47,10,26,37,11,46
CFAP52,34,247,438,96,341
CFAP53,110,225,304,168,262
CFAP54,77,228,234,172,339
CFAP57,117,394,258,342,586
CFAP58,32,113,105,66,173
CFAP61,194,243,169,325,521
CFAP65,64,520,755,296,404
CFAP69,123,188,203,230,312
CFAP70,148,308,405,186,261
CFAP73,9,223,534,133,196
CFAP74,347,713,818,904,584
CFAP77,2,96,245,25,96
CFAP91,185,371,366,463,693
CFAP92,62,140,90,132,225
CFAP94,53,111,118,129,265
CFAP97,568,663,762,1238,2187
CFAP97D1,2,8,3,3,2
CFAP99,46,134,154,76,135
CFB,11,9,12,14,14
CFC1,5,0,0,3,7
CFC1B,0,0,0,0,4
CFD,20,18,72,73,71
CFDP1,479,326,691,735,989
CFH,570,215,225,602,548
CFHR1,0,0,0,0,0
CFHR2,0,0,0,0,0
CFHR3,1,1,1,0,1
CFHR4,2,0,1,0,0
CFHR5,0,0,0,0,0
CFI,114,44,55,67,82
CFL1,9132,7493,13439,10347,11322
CFL1P1,31,47,59,95,84
CFL1P8,0,1,2,0,0
CFL2,2337,855,2338,2853,3588
CFLAR,2039,1786,2232,3048,4258
CFLAR-AS1,27,29,40,34,42
CFP,95,130,132,213,127
CFTR,101,80,77,160,182
CFTR-AS1,0,0,0,0,0
CFTRP3,0,0,0,0,0
CGA,1,2,1,3,3
CGAS,36,13,46,30,53
CGB1,0,0,0,0,0
CGB2,1,0,0,1,0
CGB3,0,0,0,0,0
CGB5,0,0,0,0,0
CGB7,0,2,2,3,3
CGB8,0,0,0,0,0
CGGBP1,1259,1511,1418,2571,4680
CGN,370,122,271,476,440
CGNL1,1590,1277,1613,4361,5579
CGREF1,1722,2327,1879,3526,3376
CGRRF1,190,190,301,511,832
CH17-340M24.3,24,18,41,23,29
CH25H,73,14,30,54,48
CHAC1,322,175,366,273,354
CHAC2,33,30,41,56,98
CHAD,164,241,387,308,507
CHADL,1861,666,2829,1435,1447
CHAF1A,418,368,723,568,515
CHAF1B,156,200,199,196,476
CHAMP1,419,469,451,641,1491
CHAT,63,99,104,164,159
CHCHD1,157,134,238,310,324
CHCHD10,859,637,1004,1238,1619
CHCHD2,1672,1420,2514,3751,3525
CHCHD2P1,0,0,0,0,0
CHCHD2P5,0,1,0,0,0
CHCHD3,555,500,453,911,1367
CHCHD4,319,376,392,608,673
CHCHD4P1,0,2,0,2,0
CHCHD4P5,3,3,1,1,1
CHCHD5,210,149,294,323,368
CHCHD6,543,553,728,1130,1250
CHCHD7,635,694,675,1094,1578
CHD1,562,467,609,1359,1786
CHD1L,773,503,918,1039,1535
CHD2,5085,3569,4641,8691,10666
CHD3,10932,13603,11602,16675,28074
CHD4,6608,7026,6610,14537,17098
CHD5,5170,2578,8575,4236,6177
CHD6,2394,2136,2282,4218,6739
CHD7,2904,1345,2591,3190,3862
CHD8,2561,2911,2554,4763,7576
CHD9,2599,2500,2255,5832,8020
CHDH,1094,1019,1819,2652,2971
CHEK1,58,86,101,100,149
CHEK2,33,30,29,59,58
CHEK2P2,0,0,1,0,1
CHERP,1371,1660,3593,1581,2126
CHFR,726,692,1093,1199,1276
CHGA,4729,1551,5284,2328,3260
CHGB,2255,2834,3304,3920,6788
CHI3L1,641,808,725,2589,1664
CHI3L2,12,37,54,28,52
CHIA,1,0,0,0,0
CHIAP1,2,0,3,0,0
CHIAP2,0,0,0,0,0
CHIC1,949,1142,747,1862,3133
CHIC2,52,44,89,95,139
CHID1,1404,1473,2029,3193,3631
CHIT1,13,27,24,75,38
CHKA,893,712,972,1146,1136
CHKB,27,46,48,128,63
CHKB-CPT1B,0,0,0,0,0
CHKB-DT,50,23,69,115,89
CHL1,3236,4454,4019,5409,18013
CHL1-AS1,12,7,12,26,37
CHL1-AS2,6,3,24,12,28
CHM,814,1127,668,1721,3921
CHML,230,370,330,459,1044
CHMP1A,2895,2528,4984,4021,4865
CHMP1AP1,0,0,0,0,0
CHMP1B,656,1081,847,1694,1995
CHMP2A,1258,1182,2055,2127,2286
CHMP2B,747,756,854,1701,2281
CHMP3,5031,6596,4034,13569,17683
CHMP4A,43,26,60,93,75
CHMP4B,3329,2816,4105,5224,7288
CHMP4C,14,5,8,12,11
CHMP5,795,765,1302,1838,2223
CHMP6,343,332,672,719,678
CHMP7,1154,1143,1019,1498,2522
CHN1,13545,15012,16356,26207,32960
CHN2,1455,1290,1109,1885,4197
CHODL,145,56,41,147,631
CHORDC1,573,441,519,1202,1561
CHP1,1937,1588,2220,2862,4964
CHP1P2,18,18,19,51,31
CHP1P3,6,3,1,3,7
CHP2,34,42,31,75,66
CHPF,5006,5925,10745,8295,7946
CHPF2,846,678,974,1307,1496
CHPT1,711,638,1138,1292,1998
CHRAC1,333,178,467,451,584
CHRD,337,624,1319,847,771
CHRDL1,334,652,1118,2300,2158
CHRDL2,8,19,35,27,35
CHRFAM7A,11,6,7,9,29
CHRM1,2771,4241,4263,5224,7961
CHRM2,100,42,114,156,171
CHRM3,449,322,861,1669,1493
CHRM3-AS1,1,0,1,0,0
CHRM3-AS2,7,3,2,13,6
CHRM4,1361,2500,1663,4090,3721
CHRM5,152,30,13,8,236
CHRNA1,12,7,19,23,19
CHRNA10,68,32,56,42,41
CHRNA2,93,6,27,19,17
CHRNA3,53,143,35,89,311
CHRNA4,916,1057,2797,1182,1296
CHRNA5,7,10,6,6,42
CHRNA6,5,2,2,4,1
CHRNA7,12,24,25,29,52
CHRNA9,0,2,0,1,5
CHRNB1,157,164,278,308,310
CHRNB2,3255,3469,2056,4187,4663
CHRNB3,6,2,6,0,0
CHRNB4,10,14,11,19,26
CHRND,28,9,7,21,22
CHRNE,20,25,27,26,59
CHRNG,9,12,15,20,7
CHROMR,143,143,167,326,372
CHST1,3660,4670,7796,5880,5973
CHST10,1072,1099,1155,1757,2918
CHST11,1279,2064,1370,2073,4602
CHST12,950,875,1642,1437,1192
CHST13,3,2,42,3,3
CHST14,201,160,395,310,371
CHST15,2382,3322,1956,4312,5543
CHST2,4157,5298,4065,4464,8744
CHST3,959,569,1183,1049,1160
CHST4,6,9,10,4,4
CHST5,43,48,55,111,79
CHST6,272,317,737,269,494
CHST7,216,422,813,641,1020
CHST8,313,124,962,67,540
CHST9,11,31,47,25,67
CHSY1,439,477,540,541,1072
CHSY3,177,336,230,384,721
CHTF18,612,897,1720,1806,911
CHTF8,160,165,258,226,389
CHTOP,1202,1061,1363,1694,2660
CHUK,451,425,494,828,1377
CHURC1,1186,1282,1211,3434,4217
CHURC1-FNTB,0,0,0,0,0
CIAO1,2434,2535,2509,4918,6780
CIAO2A,210,152,253,399,456
CIAO2B,698,530,1310,1075,1125
CIAO3,753,922,1347,2000,1516
CIAPIN1,763,485,708,1054,1467
CIART,391,484,521,637,609
CIB1,489,360,864,543,763
CIB2,249,195,315,204,461
CIB3,0,0,1,0,0
CIB4,3,1,1,2,4
CIBAR1,331,383,520,727,1019
CIBAR1P2,0,0,0,0,1
CIBAR2,1,99,160,38,65
CIC,11594,20760,19942,20940,19235
CICP12,0,0,0,1,0
CICP27,5,5,2,20,7
CIDEA,50,71,106,270,68
CIDEB,0,0,0,0,0
CIDEC,12,8,3,25,13
CIDECP1,410,255,447,559,554
CIITA,208,300,303,380,406
CILK1,733,438,694,950,1979
CILP,44,28,25,79,32
CILP2,76,125,151,190,105
CINP,1039,946,1258,2203,2541
CIP2A,73,89,100,259,356
CIPC,2143,1976,2068,3068,5922
CIR1,879,755,1433,1594,1817
CIR1P1,0,0,0,0,0
CIR1P2,3,8,6,3,6
CIR1P3,0,0,0,0,0
CIRBP,6503,5486,11079,11688,11915
CIRBP-AS1,39,41,32,70,50
CISD1,712,665,801,1467,2275
CISD2,463,342,475,633,1012
CISH,26,16,33,46,44
CIT,5075,7046,5205,12076,10705
CITED1,49,36,56,47,98
CITED2,552,288,563,460,815
CITED4,243,282,835,215,415
CIZ1,4228,4244,5641,5835,7036
CKAP2,265,336,238,578,980
CKAP2L,8,4,4,5,8
CKAP2LP1,27,30,42,106,59
CKAP4,637,257,731,572,930
CKAP5,4716,4566,4413,7209,12558
CKB,44711,39017,71814,96460,67993
CKLF,22,18,29,55,42
CKLF-CMTM1,1,2,1,0,4
CKM,17,20,9,36,41
CKMT1A,440,304,381,387,488
CKMT1B,817,698,635,1348,897
CKMT2,240,107,163,310,286
CKMT2-AS1,119,118,247,299,432
CKS1B,52,43,52,71,78
CKS2,23,12,35,64,40
CLASP1,3119,2853,3223,3744,6574
CLASP2,5661,5007,5672,8821,15251
CLASRP,1879,1249,3549,2958,1779
CLBA1,498,664,735,911,1149
CLC,0,0,0,1,0
CLCA1,0,0,0,0,0
CLCA2,12,6,12,21,11
CLCA3P,1,0,1,0,2
CLCA4,205,63,172,172,299
CLCA4-AS1,58,75,72,63,139
CLCC1,530,501,598,787,1311
CLCF1,84,97,100,179,109
CLCN1,16,12,11,33,25
CLCN2,538,452,644,1030,882
CLCN3,3282,3134,3104,4815,10484
CLCN3P1,11,6,19,12,24
CLCN4,4589,4899,3139,5928,12758
CLCN5,318,123,154,251,370
CLCN6,2732,2604,3013,3328,5241
CLCN7,3141,3246,5838,5635,4858
CLCNKA,44,15,18,15,12
CLCNKB,10,6,25,10,12
CLDN1,37,58,75,65,121
CLDN10,260,183,692,660,797
CLDN10-AS1,0,0,0,0,0
CLDN11,3366,791,4071,3153,4140
CLDN12,585,814,599,1481,2311
CLDN14,1,2,3,3,2
CLDN15,315,253,565,572,568
CLDN16,15,14,22,30,18
CLDN17,0,0,0,0,0
CLDN18,2,7,7,6,15
CLDN19,2,7,2,7,3
CLDN2,2,10,13,7,15
CLDN20,10,9,10,15,9
CLDN22,0,0,0,0,0
CLDN23,2,1,12,6,5
CLDN24,1,2,0,5,0
CLDN25,0,0,0,0,0
CLDN3,7,15,69,18,21
CLDN34,3,2,4,3,5
CLDN4,13,35,67,46,39
CLDN5,4368,870,3243,3442,2245
CLDN6,40,29,14,120,47
CLDN7,5,3,20,11,24
CLDN8,0,0,0,1,1
CLDN9,190,218,284,391,219
CLDND1,11150,2579,8832,7415,12718
CLDND2,19,14,30,26,23
CLEC10A,0,3,1,4,6
CLEC11A,179,92,227,152,170
CLEC12A,1,0,3,0,0
CLEC12A-AS1,1,2,0,0,0
CLEC12B,3,4,4,4,12
CLEC14A,584,262,313,867,547
CLEC16A,2333,1915,2491,3256,3520
CLEC17A,14,17,10,16,36
CLEC18A,16,17,21,50,32
CLEC18B,47,57,63,132,77
CLEC18C,2,6,8,14,9
CLEC19A,0,0,4,1,1
CLEC1A,43,7,29,50,39
CLEC1B,0,0,2,0,0
CLEC20A,0,0,0,0,0
